                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3832,                 3.8655,                 2.8265,                0.26738,                0.50571,                0.36866,                0.28122,                0.81402,                 2.8323,                   2.52,             0.00010745,             0.00010745,             0.00010745
